element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm
1049,Column,17,0.3,0.6,3.2,17,Steel,927,9,18,21,5.76,106.733
1050,Beam,3,0.23,0.45,5.5,14,Steel,865,11,2,5,7.48,116.239
1051,Beam,13,0.25,0.5,5.0,22,Steel,951,10,13,17,7.5,181.5
1052,Beam,10,0.23,0.6,5.5,8,Steel,896,13,11,15,9.13,82.535
1053,Slab,13,10.0,4.0,0.15,1,Plywood,447,15,12,15,4.2,4.83
1054,Column,24,0.23,0.45,3.0,38,Steel,982,8,23,25,4.08,167.443
1055,Column,2,0.23,0.45,2.8,32,Steel,937,11,3,5,3.808,135.26
1056,Column,25,0.3,0.6,3.3,22,Steel,964,10,25,28,5.94,143.748
1057,Column,12,0.23,0.45,3.2,32,Steel,948,8,12,15,4.352,150.405
1058,Beam,20,0.3,0.6,5.5,21,Steel,912,12,19,22,9.9,232.848
1059,Slab,11,10.0,4.0,0.15,1,Plywood,474,12,11,14,4.2,4.704
1060,Wall,8,5.0,0.2,3.0,19,Plywood,465,10,8,10,31.2,652.08
1061,Beam,20,0.23,0.45,5.0,5,Steel,911,11,19,23,6.8,37.74
1062,Beam,18,0.23,0.45,4.5,7,Steel,832,12,19,21,6.12,47.981
1063,Column,4,0.23,0.45,2.8,8,Steel,984,11,5,7,3.808,33.815
1064,Beam,18,0.3,0.6,5.0,9,Steel,937,13,18,21,9.0,91.53
1065,Column,19,0.3,0.45,3.0,19,Steel,950,11,18,21,4.5,94.905
1066,Wall,10,3.0,0.2,3.0,12,Plywood,501,9,9,11,19.2,251.136
1067,Beam,24,0.23,0.45,4.0,29,Steel,973,13,23,25,5.44,178.269
1068,Column,17,0.3,0.6,3.0,9,Steel,938,10,18,21,5.4,53.46
1069,Column,9,0.3,0.45,3.2,32,Steel,967,8,10,12,4.8,165.888
1070,Column,1,0.23,0.45,2.8,6,Steel,1034,8,2,6,3.808,24.676
1071,Wall,17,5.0,0.2,3.0,10,Plywood,576,12,18,21,31.2,349.44
1072,Column,6,0.23,0.45,3.2,10,Steel,951,8,5,9,4.352,47.002
1073,Column,19,0.3,0.6,3.3,31,Steel,913,11,20,22,5.94,204.395
1074,Column,14,0.3,0.45,3.0,27,Steel,991,11,13,16,4.5,134.865
1075,Slab,12,7.5,4.0,0.15,1,Plywood,443,15,11,14,3.45,3.968
1076,Beam,5,0.3,0.6,5.5,15,Steel,913,12,5,7,9.9,166.32
1077,Beam,18,0.23,0.6,6.0,14,Steel,890,11,19,22,9.96,154.778
1078,Beam,5,0.25,0.5,5.0,29,Steel,926,13,6,9,7.5,245.775
1079,Column,11,0.3,0.45,3.2,15,Steel,970,9,11,13,4.8,78.48
1080,Wall,21,4.0,0.2,3.0,20,Plywood,493,12,20,22,25.2,564.48
1081,Column,24,0.3,0.45,3.0,35,Steel,932,10,23,25,4.5,173.25
1082,Column,25,0.35,0.55,3.0,26,Steel,992,9,24,27,5.4,153.036
1083,Beam,24,0.25,0.5,5.0,7,Steel,857,11,25,27,7.5,58.275
1084,Column,14,0.3,0.6,3.3,37,Steel,953,10,14,16,5.94,241.758
1085,Column,6,0.4,0.4,3.2,17,Steel,939,11,6,10,5.12,96.614
1086,Slab,21,7.5,4.0,0.15,1,Plywood,435,15,22,24,3.45,3.968
1087,Beam,21,0.25,0.5,6.0,5,Steel,952,12,21,23,9.0,50.4
1088,Column,25,0.4,0.4,2.8,15,Steel,954,8,24,26,4.48,72.576
1089,Column,17,0.23,0.45,2.8,27,Steel,1004,9,18,21,3.808,112.069
1090,Slab,4,10.0,4.0,0.15,1,Plywood,503,14,4,6,4.2,4.788
1091,Column,13,0.23,0.45,3.0,33,Steel,1018,11,14,18,4.08,149.45
1092,Column,12,0.3,0.45,3.3,35,Steel,956,10,13,17,4.95,190.575
1093,Beam,22,0.25,0.5,4.5,15,Steel,971,12,21,23,6.75,113.4
1094,Beam,10,0.23,0.45,4.5,24,Steel,1001,10,9,13,6.12,161.568
1095,Wall,9,4.5,0.2,3.0,4,Plywood,506,9,9,13,28.2,122.952
1096,Beam,3,0.25,0.5,5.0,17,Steel,894,13,3,7,7.5,144.075
1097,Column,21,0.3,0.6,3.2,34,Steel,943,10,22,24,5.76,215.424
1098,Beam,19,0.3,0.6,6.0,15,Steel,894,10,18,20,10.8,178.2
1099,Beam,2,0.23,0.6,6.0,5,Steel,961,13,3,6,9.96,56.274
1100,Column,11,0.23,0.45,2.8,30,Steel,970,10,12,15,3.808,125.664
1101,Beam,12,0.3,0.6,4.5,22,Steel,1009,13,13,17,8.1,201.366
1102,Column,12,0.35,0.55,3.3,21,Steel,950,9,12,15,5.94,135.967
1103,Slab,23,7.5,4.0,0.15,1,Plywood,476,14,22,24,3.45,3.933
1104,Slab,4,7.5,4.0,0.15,1,Plywood,469,16,5,9,3.45,4.002
1105,Beam,8,0.25,0.5,4.0,22,Steel,947,13,7,11,6.0,149.16
1106,Wall,5,4.0,0.2,3.0,8,Plywood,518,10,5,9,25.2,221.76
1107,Wall,7,3.0,0.2,3.0,13,Plywood,540,9,6,10,19.2,272.064
1108,Column,23,0.3,0.45,3.2,24,Steel,986,10,22,24,4.8,126.72
1109,Beam,24,0.25,0.5,4.5,10,Steel,895,13,24,28,6.75,76.275
1110,Beam,2,0.3,0.6,4.0,5,Steel,946,10,2,5,7.2,39.6
1111,Column,16,0.35,0.55,3.0,24,Steel,984,11,17,19,5.4,143.856
1112,Beam,6,0.23,0.45,5.5,29,Steel,853,10,6,8,7.48,238.612
1113,Column,5,0.35,0.55,3.0,12,Steel,988,10,6,9,5.4,71.28
1114,Wall,8,4.0,0.2,3.0,6,Plywood,519,12,9,12,25.2,169.344
1115,Beam,5,0.25,0.5,5.0,11,Steel,954,12,5,8,7.5,92.4
1116,Slab,13,10.0,4.0,0.15,1,Plywood,427,12,14,18,4.2,4.704
1117,Beam,25,0.23,0.6,5.0,16,Steel,942,11,26,29,8.3,147.408
1118,Column,15,0.3,0.6,3.3,22,Steel,979,11,15,19,5.94,145.055
1119,Wall,19,6.0,0.2,3.0,19,Plywood,602,12,19,21,37.2,791.616
1120,Column,13,0.4,0.4,3.3,26,Steel,968,10,13,15,5.28,151.008
1121,Column,1,0.4,0.4,2.8,15,Steel,960,8,1,5,4.48,72.576
1122,Beam,3,0.23,0.6,5.0,24,Steel,912,11,2,6,8.3,221.112
1123,Slab,7,7.5,4.0,0.15,1,Plywood,444,15,6,9,3.45,3.968
1124,Column,7,0.35,0.55,3.0,9,Steel,950,9,7,9,5.4,52.974
1125,Column,22,0.4,0.4,2.8,9,Steel,934,10,23,27,4.48,44.352
1126,Column,22,0.23,0.45,3.0,7,Steel,936,9,23,25,4.08,31.13
1127,Column,22,0.3,0.6,2.8,16,Steel,984,9,21,23,5.04,87.898
1128,Column,16,0.35,0.55,3.2,16,Steel,990,8,17,21,5.76,99.533
1129,Beam,14,0.3,0.6,5.0,21,Steel,973,13,14,18,9.0,213.57
1130,Column,17,0.3,0.45,3.3,19,Steel,993,10,18,22,4.95,103.455
1131,Column,11,0.23,0.45,2.8,14,Steel,973,8,11,14,3.808,57.577
1132,Beam,17,0.23,0.45,4.0,11,Steel,855,11,18,20,5.44,66.422
1133,Slab,20,6.0,5.0,0.15,1,Plywood,421,15,21,24,3.3,3.795
1134,Column,20,0.23,0.45,3.2,6,Steel,948,8,20,24,4.352,28.201
1135,Column,16,0.4,0.4,3.2,24,Steel,946,9,17,19,5.12,133.939
1136,Column,2,0.4,0.4,3.3,8,Steel,920,10,3,5,5.28,46.464
1137,Wall,19,4.0,0.2,3.0,3,Plywood,551,9,18,21,25.2,82.404
1138,Column,10,0.3,0.45,3.2,38,Steel,962,9,11,14,4.8,198.816
1139,Column,19,0.3,0.45,2.8,39,Steel,929,9,20,23,4.2,178.542
1140,Beam,14,0.23,0.6,5.0,20,Steel,859,10,14,18,8.3,182.6
1141,Column,23,0.35,0.55,3.0,8,Steel,925,9,23,26,5.4,47.088
1142,Column,9,0.3,0.45,3.0,33,Steel,914,8,8,12,4.5,160.38
1143,Column,24,0.35,0.55,3.0,35,Steel,905,11,25,27,5.4,209.79
1144,Beam,22,0.23,0.45,5.5,6,Steel,937,13,23,26,7.48,50.714
1145,Beam,9,0.23,0.6,5.5,12,Steel,887,10,9,12,9.13,120.516
1146,Slab,13,6.0,5.0,0.15,1,Plywood,503,13,14,17,3.3,3.729
1147,Slab,14,8.0,4.0,0.15,1,Plywood,457,12,13,15,3.6,4.032
1148,Column,20,0.4,0.4,3.0,39,Steel,957,9,20,24,4.8,204.048
1149,Wall,18,4.0,0.2,3.0,20,Plywood,583,9,19,22,25.2,549.36
1150,Slab,22,10.0,4.0,0.15,1,Plywood,451,15,22,26,4.2,4.83
1151,Slab,10,6.0,4.0,0.15,1,Plywood,463,15,11,14,3.0,3.45
1152,Slab,13,7.5,4.0,0.15,1,Plywood,504,15,12,14,3.45,3.968
1153,Beam,11,0.25,0.5,6.0,8,Steel,921,11,12,16,9.0,79.92
1154,Column,23,0.23,0.45,2.8,32,Steel,988,9,22,24,3.808,132.823
1155,Beam,8,0.23,0.45,6.0,10,Steel,924,11,7,11,8.16,90.576
1156,Column,15,0.35,0.55,3.2,6,Steel,955,11,16,19,5.76,38.362
1157,Beam,4,0.23,0.6,4.0,17,Steel,938,11,5,7,6.64,125.297
1158,Column,22,0.23,0.45,3.2,13,Steel,925,11,22,25,4.352,62.799
1159,Column,10,0.35,0.55,2.8,23,Steel,954,8,9,12,5.04,125.194
1160,Wall,9,4.5,0.2,3.0,9,Plywood,514,9,9,11,28.2,276.642
1161,Slab,15,6.0,4.0,0.15,1,Plywood,452,16,14,16,3.0,3.48
1162,Beam,13,0.25,0.5,6.0,7,Steel,949,12,12,15,9.0,70.56
1163,Column,22,0.3,0.45,3.3,16,Steel,969,10,21,24,4.95,87.12
1164,Beam,14,0.23,0.45,6.0,13,Steel,866,13,14,16,8.16,119.87
1165,Wall,13,6.0,0.2,3.0,13,Plywood,533,9,12,15,37.2,527.124
1166,Slab,3,6.0,4.0,0.15,1,Plywood,469,12,4,8,3.0,3.36
1167,Beam,1,0.3,0.6,4.5,20,Steel,912,10,1,5,8.1,178.2
1168,Beam,10,0.23,0.45,6.0,11,Steel,931,12,11,13,8.16,100.531
1169,Column,25,0.3,0.6,3.0,23,Steel,915,8,26,29,5.4,134.136
1170,Slab,23,10.0,4.0,0.15,1,Plywood,479,15,23,27,4.2,4.83
1171,Wall,16,4.5,0.2,3.0,22,Plywood,458,9,16,18,28.2,676.236
1172,Beam,16,0.25,0.5,6.0,6,Steel,825,13,15,19,9.0,61.02
1173,Beam,10,0.23,0.45,4.0,22,Steel,892,10,9,12,5.44,131.648
1174,Beam,5,0.23,0.6,4.0,24,Steel,980,11,4,7,6.64,176.89
1175,Beam,1,0.3,0.6,5.0,22,Steel,921,12,1,5,9.0,221.76
1176,Wall,9,5.0,0.2,3.0,22,Plywood,537,10,10,12,31.2,755.04
1177,Slab,8,8.0,4.0,0.15,1,Plywood,455,14,9,11,3.6,4.104
1178,Beam,5,0.23,0.45,5.0,25,Steel,883,11,6,10,6.8,188.7
1179,Beam,7,0.25,0.5,5.5,6,Steel,883,12,8,12,8.25,55.44
1180,Beam,1,0.3,0.6,6.0,6,Steel,918,11,1,4,10.8,71.928
1181,Column,16,0.4,0.4,2.8,11,Steel,912,10,17,19,4.48,54.208
1182,Beam,24,0.25,0.5,6.0,7,Steel,828,11,23,26,9.0,69.93
1183,Slab,18,7.5,4.0,0.15,1,Plywood,508,14,17,21,3.45,3.933
1184,Slab,12,7.5,4.0,0.15,1,Plywood,491,15,13,15,3.45,3.968
1185,Column,11,0.4,0.4,3.3,30,Steel,913,10,10,12,5.28,174.24
1186,Slab,8,7.5,4.0,0.15,1,Plywood,509,14,9,12,3.45,3.933
1187,Slab,4,6.0,5.0,0.15,1,Plywood,455,13,3,5,3.3,3.729
1188,Column,15,0.3,0.45,2.8,15,Steel,921,10,16,19,4.2,69.3
1189,Beam,15,0.23,0.6,6.0,8,Steel,918,10,16,20,9.96,87.648
1190,Beam,1,0.25,0.5,4.5,15,Steel,898,11,1,5,6.75,112.388
1191,Slab,11,7.5,4.0,0.15,1,Plywood,505,15,10,13,3.45,3.968
1192,Column,7,0.3,0.6,3.0,35,Steel,922,8,8,12,5.4,204.12
1193,Column,5,0.3,0.45,3.3,24,Steel,932,9,6,10,4.95,129.492
1194,Beam,18,0.23,0.45,5.0,15,Steel,864,11,18,21,6.8,113.22
1195,Column,14,0.35,0.55,2.8,35,Steel,859,11,14,16,5.04,195.804
1196,Beam,16,0.23,0.45,4.5,10,Steel,964,13,16,18,6.12,69.156
1197,Slab,18,8.0,4.0,0.15,1,Plywood,463,16,19,23,3.6,4.176
1198,Column,25,0.3,0.45,3.0,25,Steel,972,9,24,27,4.5,122.625
1199,Beam,21,0.23,0.45,4.0,28,Steel,909,12,20,24,5.44,170.598
1200,Wall,16,4.0,0.2,3.0,7,Plywood,525,10,15,17,25.2,194.04
1201,Beam,22,0.3,0.6,5.5,23,Steel,837,10,22,24,9.9,250.47
1202,Beam,12,0.23,0.6,6.0,15,Steel,837,13,11,13,9.96,168.822
1203,Beam,25,0.23,0.6,4.0,13,Steel,984,10,26,28,6.64,94.952
1204,Column,20,0.3,0.45,3.2,7,Steel,984,9,20,23,4.8,36.624
1205,Column,17,0.23,0.45,2.8,39,Steel,913,11,18,22,3.808,164.848
1206,Slab,23,6.0,4.0,0.15,1,Plywood,478,15,24,26,3.0,3.45
1207,Beam,13,0.3,0.6,4.5,25,Steel,894,11,12,16,8.1,224.775
1208,Column,19,0.3,0.45,3.2,28,Steel,967,9,20,22,4.8,146.496
1209,Column,8,0.3,0.6,3.2,15,Steel,1002,8,7,9,5.76,93.312
1210,Slab,25,6.0,4.0,0.15,1,Plywood,462,12,26,28,3.0,3.36
1211,Column,16,0.3,0.45,3.0,39,Steel,948,10,17,21,4.5,193.05
1212,Slab,20,8.0,4.0,0.15,1,Plywood,511,12,21,23,3.6,4.032
1213,Beam,12,0.3,0.6,6.0,25,Steel,868,10,12,14,10.8,297.0
1214,Beam,22,0.23,0.6,4.0,23,Steel,864,12,21,25,6.64,171.046
1215,Column,2,0.3,0.6,3.0,30,Steel,957,11,1,4,5.4,179.82
1216,Column,3,0.4,0.4,3.0,30,Steel,965,9,4,7,4.8,156.96
1217,Beam,13,0.25,0.5,4.0,19,Steel,877,13,12,16,6.0,128.82
1218,Slab,19,7.5,4.0,0.15,1,Plywood,477,14,19,23,3.45,3.933
1219,Column,21,0.23,0.45,3.3,14,Steel,871,9,22,25,4.488,68.487
1220,Beam,12,0.23,0.45,4.5,20,Steel,864,13,13,17,6.12,138.312
1221,Beam,17,0.23,0.45,5.0,19,Steel,900,10,16,19,6.8,142.12
1222,Column,14,0.3,0.45,3.2,39,Steel,970,9,14,18,4.8,204.048
1223,Beam,25,0.23,0.45,4.5,13,Steel,885,11,24,27,6.12,88.312
1224,Column,17,0.3,0.45,3.0,38,Steel,981,11,16,18,4.5,189.81
1225,Beam,11,0.23,0.45,4.5,18,Steel,875,12,12,15,6.12,123.379
1226,Column,25,0.3,0.6,3.3,37,Steel,963,10,26,29,5.94,241.758
1227,Beam,3,0.23,0.45,4.0,6,Steel,930,10,4,6,5.44,35.904
1228,Column,25,0.4,0.4,3.0,26,Steel,942,10,26,29,4.8,137.28
1229,Beam,4,0.25,0.5,4.5,12,Steel,978,12,3,5,6.75,90.72
1230,Beam,8,0.25,0.5,4.0,7,Steel,922,11,8,11,6.0,46.62
1231,Wall,21,6.0,0.2,3.0,20,Plywood,547,10,20,24,37.2,818.4
1232,Beam,19,0.23,0.6,5.0,28,Steel,904,11,18,20,8.3,257.964
1233,Slab,25,6.0,5.0,0.15,1,Plywood,424,14,26,30,3.3,3.762
1234,Column,19,0.3,0.45,3.0,7,Steel,944,8,19,21,4.5,34.02
1235,Beam,16,0.25,0.5,4.5,18,Steel,1030,12,15,18,6.75,136.08
1236,Column,9,0.35,0.55,2.8,15,Steel,961,10,10,13,5.04,83.16
1237,Beam,1,0.23,0.6,5.5,20,Steel,919,13,2,6,9.13,206.338
1238,Slab,4,8.0,4.0,0.15,1,Plywood,475,12,3,7,3.6,4.032
1239,Slab,8,7.5,4.0,0.15,1,Plywood,498,13,9,11,3.45,3.898
1240,Beam,2,0.23,0.6,5.5,8,Steel,925,10,3,6,9.13,80.344
1241,Beam,13,0.23,0.6,4.0,12,Steel,904,12,12,15,6.64,89.242
1242,Column,20,0.23,0.45,3.2,13,Steel,944,8,19,21,4.352,61.102
1243,Column,25,0.4,0.4,3.3,19,Steel,947,10,24,28,5.28,110.352
1244,Slab,13,10.0,4.0,0.15,1,Plywood,436,15,12,15,4.2,4.83
1245,Column,22,0.3,0.45,3.2,24,Steel,985,10,21,25,4.8,126.72
1246,Column,25,0.35,0.55,3.2,15,Steel,931,8,25,28,5.76,93.312
1247,Wall,22,3.0,0.2,3.0,7,Plywood,533,9,21,24,19.2,146.496
1248,Wall,12,6.0,0.2,3.0,5,Plywood,501,9,11,15,37.2,202.74
1249,Beam,9,0.25,0.5,5.0,18,Steel,951,13,10,13,7.5,152.55
1250,Beam,25,0.23,0.45,5.0,29,Steel,936,10,25,29,6.8,216.92
1251,Slab,7,6.0,4.0,0.15,1,Plywood,472,13,6,9,3.0,3.39
1252,Column,11,0.3,0.6,3.3,19,Steel,890,10,12,15,5.94,124.146
1253,Beam,2,0.25,0.5,6.0,25,Steel,973,13,1,5,9.0,254.25
1254,Beam,20,0.23,0.6,4.5,19,Steel,902,13,20,23,7.47,160.381
1255,Wall,17,3.0,0.2,3.0,8,Plywood,528,10,18,22,19.2,168.96
1256,Wall,3,4.0,0.2,3.0,4,Plywood,539,10,2,5,25.2,110.88
1257,Slab,6,6.0,4.0,0.15,1,Plywood,471,14,5,7,3.0,3.42
1258,Column,14,0.3,0.45,2.8,25,Steel,940,11,15,17,4.2,116.55
1259,Beam,14,0.3,0.6,5.0,14,Steel,952,13,13,16,9.0,142.38
1260,Column,21,0.3,0.45,3.2,14,Steel,996,10,21,24,4.8,73.92
1261,Wall,7,5.0,0.2,3.0,23,Plywood,554,11,8,10,31.2,796.536
1262,Column,24,0.4,0.4,2.8,9,Steel,947,9,24,28,4.48,43.949
1263,Column,12,0.3,0.45,3.2,21,Steel,1002,11,11,15,4.8,111.888
1264,Slab,21,6.0,5.0,0.15,1,Plywood,532,12,22,25,3.3,3.696
1265,Beam,6,0.25,0.5,5.5,10,Steel,940,10,7,11,8.25,90.75
1266,Slab,1,6.0,4.0,0.15,1,Plywood,484,14,1,4,3.0,3.42
1267,Column,2,0.35,0.55,3.0,6,Steel,939,10,1,4,5.4,35.64
1268,Slab,10,7.5,4.0,0.15,1,Plywood,494,12,10,12,3.45,3.864
1269,Column,24,0.23,0.45,3.2,27,Steel,936,9,25,27,4.352,128.079
1270,Column,2,0.3,0.6,3.0,18,Steel,974,10,1,4,5.4,106.92
1271,Beam,10,0.3,0.6,4.0,7,Steel,877,10,10,12,7.2,55.44
1272,Column,3,0.4,0.4,3.3,31,Steel,968,11,3,5,5.28,181.685
1273,Beam,24,0.23,0.6,5.5,29,Steel,941,11,24,27,9.13,293.895
1274,Column,17,0.3,0.6,2.8,39,Steel,892,10,16,19,5.04,216.216
1275,Column,20,0.3,0.45,3.3,31,Steel,971,8,20,23,4.95,165.726
1276,Slab,18,10.0,4.0,0.15,1,Plywood,467,15,19,22,4.2,4.83
1277,Column,17,0.3,0.45,3.2,19,Steel,992,8,16,20,4.8,98.496
1278,Slab,20,10.0,4.0,0.15,1,Plywood,473,13,19,21,4.2,4.746
1279,Slab,1,8.0,4.0,0.15,1,Plywood,469,13,1,3,3.6,4.068
1280,Column,22,0.23,0.45,3.0,15,Steel,948,9,23,25,4.08,66.708
1281,Slab,19,6.0,4.0,0.15,1,Plywood,504,12,18,20,3.0,3.36
1282,Column,19,0.35,0.55,2.8,8,Steel,1031,8,20,22,5.04,43.546
1283,Beam,10,0.23,0.6,5.5,6,Steel,930,13,11,13,9.13,61.901
1284,Column,21,0.35,0.55,3.2,28,Steel,1002,11,20,22,5.76,179.021
1285,Slab,10,6.0,5.0,0.15,1,Plywood,520,15,9,13,3.3,3.795
1286,Beam,2,0.3,0.6,6.0,18,Steel,934,10,1,4,10.8,213.84
1287,Beam,23,0.3,0.6,5.5,8,Steel,938,12,24,27,9.9,88.704
1288,Wall,6,4.0,0.2,3.0,7,Plywood,547,11,5,9,25.2,195.804
1289,Column,3,0.23,0.45,3.0,23,Steel,914,8,3,6,4.08,101.347
1290,Wall,16,3.0,0.2,3.0,21,Plywood,590,11,15,17,19.2,447.552
1291,Slab,6,6.0,5.0,0.15,1,Plywood,520,13,6,8,3.3,3.729
1292,Wall,22,4.0,0.2,3.0,9,Plywood,503,12,23,25,25.2,254.016
1293,Wall,12,5.0,0.2,3.0,19,Plywood,582,9,11,13,31.2,646.152
1294,Wall,1,3.0,0.2,3.0,6,Plywood,583,11,1,4,19.2,127.872
1295,Column,24,0.35,0.55,3.2,36,Steel,976,9,24,27,5.76,226.022
1296,Slab,13,6.0,5.0,0.15,1,Plywood,478,14,13,15,3.3,3.762
1297,Slab,7,7.5,4.0,0.15,1,Plywood,460,15,8,12,3.45,3.968
1298,Beam,17,0.25,0.5,5.5,5,Steel,903,12,16,20,8.25,46.2
1299,Column,14,0.3,0.45,3.2,38,Steel,969,8,14,17,4.8,196.992
1300,Wall,1,4.5,0.2,3.0,10,Plywood,581,10,2,6,28.2,310.2
1301,Column,19,0.4,0.4,2.8,13,Steel,1012,8,20,22,4.48,62.899
1302,Beam,11,0.23,0.6,5.0,12,Steel,880,12,11,15,8.3,111.552
1303,Beam,18,0.23,0.45,5.5,7,Steel,913,11,19,23,7.48,58.12
1304,Column,23,0.3,0.45,3.0,16,Steel,939,11,23,26,4.5,79.92
1305,Slab,16,7.5,4.0,0.15,1,Plywood,440,13,16,18,3.45,3.898
1306,Column,17,0.23,0.45,2.8,12,Steel,912,10,16,20,3.808,50.266
1307,Slab,7,6.0,4.0,0.15,1,Plywood,449,14,8,10,3.0,3.42
1308,Slab,6,10.0,4.0,0.15,1,Plywood,472,13,7,10,4.2,4.746
1309,Column,11,0.23,0.45,3.3,28,Steel,1040,10,10,14,4.488,138.23
1310,Slab,22,6.0,4.0,0.15,1,Plywood,482,14,22,25,3.0,3.42
1311,Column,14,0.4,0.4,2.8,39,Steel,894,11,15,18,4.48,193.939
1312,Slab,9,8.0,4.0,0.15,1,Plywood,498,14,8,11,3.6,4.104
1313,Wall,20,4.5,0.2,3.0,18,Plywood,557,12,21,24,28.2,568.512
1314,Column,22,0.4,0.4,3.0,17,Steel,897,8,23,26,4.8,88.128
1315,Slab,23,10.0,4.0,0.15,1,Plywood,482,14,23,25,4.2,4.788
1316,Beam,8,0.23,0.45,4.0,18,Steel,902,13,9,13,5.44,110.65
1317,Beam,18,0.3,0.6,5.0,22,Steel,969,11,17,19,9.0,219.78
1318,Slab,15,8.0,4.0,0.15,1,Plywood,434,14,15,19,3.6,4.104
1319,Beam,12,0.23,0.6,4.0,19,Steel,858,13,12,15,6.64,142.561
1320,Beam,10,0.23,0.6,5.5,6,Steel,922,12,11,14,9.13,61.354
1321,Column,3,0.23,0.45,3.3,29,Steel,958,11,2,6,4.488,144.469
1322,Beam,7,0.23,0.6,6.0,6,Steel,882,12,6,10,9.96,66.931
1323,Wall,14,4.0,0.2,3.0,6,Plywood,507,12,13,16,25.2,169.344
1324,Column,23,0.4,0.4,3.2,15,Steel,858,9,24,27,5.12,83.712
1325,Beam,22,0.23,0.6,4.0,13,Steel,896,11,23,26,6.64,95.815
1326,Column,5,0.23,0.45,2.8,12,Steel,968,10,6,9,3.808,50.266
1327,Slab,17,6.0,5.0,0.15,1,Plywood,452,12,17,20,3.3,3.696
1328,Beam,3,0.23,0.45,6.0,27,Steel,848,12,3,6,8.16,246.758
1329,Beam,17,0.25,0.5,4.5,6,Steel,850,10,17,19,6.75,44.55
1330,Column,9,0.3,0.6,2.8,25,Steel,1020,9,9,13,5.04,137.34
1331,Beam,12,0.3,0.6,4.0,21,Steel,869,10,11,13,7.2,166.32
1332,Wall,18,4.5,0.2,3.0,22,Plywood,494,10,17,21,28.2,682.44
1333,Beam,11,0.23,0.6,5.0,6,Steel,944,12,10,13,8.3,55.776
1334,Beam,21,0.23,0.45,5.5,6,Steel,901,11,20,24,7.48,49.817
1335,Slab,14,7.5,4.0,0.15,1,Plywood,478,16,13,15,3.45,4.002
1336,Beam,25,0.23,0.45,5.5,26,Steel,889,10,25,28,7.48,213.928
1337,Beam,16,0.25,0.5,5.5,29,Steel,883,13,17,21,8.25,270.352
1338,Column,8,0.35,0.55,2.8,9,Steel,963,10,9,12,5.04,49.896
1339,Column,20,0.4,0.4,2.8,36,Steel,902,8,21,24,4.48,174.182
1340,Slab,11,10.0,4.0,0.15,1,Plywood,448,14,10,12,4.2,4.788
1341,Wall,14,6.0,0.2,3.0,9,Plywood,483,9,14,18,37.2,364.932
1342,Wall,4,5.0,0.2,3.0,19,Plywood,552,10,4,7,31.2,652.08
1343,Wall,3,4.5,0.2,3.0,20,Plywood,530,9,3,6,28.2,614.76
1344,Beam,15,0.3,0.6,5.5,14,Steel,892,11,14,18,9.9,153.846
1345,Column,5,0.3,0.6,2.8,29,Steel,972,9,4,7,5.04,159.314
1346,Beam,25,0.23,0.6,5.0,7,Steel,887,10,24,28,8.3,63.91
1347,Wall,22,4.5,0.2,3.0,18,Plywood,531,9,21,24,28.2,553.284
1348,Slab,18,6.0,5.0,0.15,1,Plywood,530,15,18,21,3.3,3.795
1349,Beam,19,0.23,0.6,5.0,8,Steel,883,10,19,22,8.3,73.04
1350,Slab,15,8.0,4.0,0.15,1,Plywood,481,14,16,19,3.6,4.104
1351,Slab,2,8.0,4.0,0.15,1,Plywood,495,14,3,7,3.6,4.104
1352,Wall,10,3.0,0.2,3.0,6,Plywood,544,9,9,12,19.2,125.568
1353,Slab,13,10.0,4.0,0.15,1,Plywood,489,13,13,15,4.2,4.746
1354,Beam,23,0.25,0.5,5.5,26,Steel,982,11,22,24,8.25,238.095
1355,Column,6,0.4,0.4,3.2,29,Steel,903,9,7,9,5.12,161.843
1356,Beam,13,0.23,0.6,4.0,21,Steel,906,10,12,16,6.64,153.384
1357,Column,9,0.23,0.45,2.8,36,Steel,962,11,8,10,3.808,152.168
1358,Wall,4,6.0,0.2,3.0,13,Plywood,574,9,4,6,37.2,527.124
1359,Beam,3,0.23,0.45,5.5,9,Steel,944,11,4,8,7.48,74.725
1360,Beam,10,0.3,0.6,5.5,18,Steel,951,10,10,14,9.9,196.02
1361,Column,3,0.3,0.45,3.3,35,Steel,928,9,4,7,4.95,188.842
1362,Beam,2,0.23,0.45,5.0,19,Steel,842,11,1,4,6.8,143.412
1363,Beam,9,0.23,0.6,4.5,25,Steel,966,11,10,13,7.47,207.293
1364,Column,6,0.3,0.45,3.3,9,Steel,893,8,5,8,4.95,48.114
1365,Wall,14,3.0,0.2,3.0,17,Plywood,555,10,15,17,19.2,359.04
1366,Beam,1,0.23,0.6,5.0,11,Steel,847,10,1,5,8.3,100.43
1367,Beam,8,0.3,0.6,5.0,5,Steel,870,10,9,12,9.0,49.5
1368,Column,12,0.3,0.45,3.3,20,Steel,931,9,11,14,4.95,107.91
1369,Beam,25,0.23,0.45,4.0,27,Steel,956,10,26,28,5.44,161.568
1370,Slab,16,10.0,4.0,0.15,1,Plywood,442,16,17,20,4.2,4.872
1371,Wall,23,4.5,0.2,3.0,8,Plywood,491,9,23,25,28.2,245.904
